Campana;Etapa_Pago;Fecha;Archivo_Origen;Carpeta;Tabaco;Clase;Porcentaje;Adelanto_1;Adelanto_2;Incremento;Precio_Total_Acumulado;Comprador;Vendedor;Adelanto_1_USD;Adelanto_2_USD;Incremento_USD;Precio_Total_Acumulado_USD
2023-2024;Adelanto / 1ra Grilla;2024-08-09;0001003-Anexo.pdf;Campana_2023-2024;VIRGINIA;T2KF;40;240.0;102.0;102.0;342.0;921.932;980.752;0.24471018157495475;0.10400182716935577;0.10400182716935577;0.3487120087443105
2023-2024;Adelanto / 1ra Grilla;2024-08-09;0001003-Anexo.pdf;Campana_2023-2024;VIRGINIA;B3KL;39;234.0;99.45;99.45;333.45;921.932;980.752;0.23859242703558087;0.10140178149012187;0.10140178149012187;0.3399942085257027
2023-2024;Adelanto / 1ra Grilla;2024-08-09;0001003-Anexo.pdf;Campana_2023-2024;VIRGINIA;T1F;90;540.0;229.5;229.5;769.5;921.932;980.752;0.5505979085436482;0.23400411113105046;0.23400411113105046;0.7846020196746987
2023-2024;Adelanto / 1ra Grilla;2024-08-09;0001003-Anexo.pdf;Campana_2023-2024;VIRGINIA;C3F;71;426.0;181.05;181.05;607.05;921.932;980.752;0.43436057229554464;0.1846032432256065;0.1846032432256065;0.6189638155211511
2023-2024;Adelanto / 1ra Grilla;2024-08-09;0001003-Anexo.pdf;Campana_2023-2024;VIRGINIA;T1FR;80;400.0;216.0;216.0;616.0;921.932;980.752;0.40785030262492455;0.22023916341745928;0.22023916341745928;0.6280894660423838
2023-2024;Adelanto / 1ra Grilla;2024-08-09;0001003-Anexo.pdf;Campana_2023-2024;VIRGINIA;T1F;90;450.0;243.0;243.0;693.0;921.932;980.752;0.4588315904530401;0.24776905884464168;0.24776905884464168;0.7066006492976818
2023-2024;Adelanto / 1ra Grilla;2024-08-09;0001003-Anexo.pdf;Campana_2023-2024;VIRGINIA;H3F;80;480.0;204.0;204.0;684.0;921.932;980.752;0.4894203631499095;0.20800365433871154;0.20800365433871154;0.697424017488621
2023-2024;Adelanto / 1ra Grilla;2024-08-09;0001003-Anexo.pdf;Campana_2023-2024;VIRGINIA;H2F;95;570.0;242.25;242.25;812.25;921.932;980.752;0.5811866812405175;0.24700433952721995;0.24700433952721995;0.8281910207677374
2023-2024;Adelanto / 1ra Grilla;2024-08-09;0001003-Anexo.pdf;Campana_2023-2024;VIRGINIA;H1F;105;630.0;267.75;267.75;897.75;921.932;980.752;0.6423642266342562;0.2730047963195589;0.2730047963195589;0.9153690229538151
2023-2024;Adelanto / 1ra Grilla;2024-08-09;0001003-Anexo.pdf;Campana_2023-2024;VIRGINIA;N5B;15;90.0;38.25;38.25;128.25;921.932;980.752;0.09176631809060803;0.03900068518850841;0.03900068518850841;0.13076700327911644
2023-2024;Adelanto / 1ra Grilla;2024-08-09;0001003-Anexo.pdf;Campana_2023-2024;VIRGINIA;B3KF;44;264.0;112.2;112.2;376.2;921.932;980.752;0.2691811997324502;0.11440200988629134;0.11440200988629134;0.38358320961874154
2023-2024;Adelanto / 1ra Grilla;2024-08-09;0001003-Anexo.pdf;Campana_2023-2024;VIRGINIA;N5X;17;102.0;43.35;43.35;145.35;921.932;980.752;0.10400182716935577;0.044200776546976205;0.044200776546976205;0.14820260371633195
2023-2024;Adelanto / 1ra Grilla;2024-08-09;0001003-Anexo.pdf;Campana_2023-2024;VIRGINIA;N5K;15;90.0;38.25;38.25;128.25;921.932;980.752;0.09176631809060803;0.03900068518850841;0.03900068518850841;0.13076700327911644
2023-2024;Adelanto / 1ra Grilla;2024-08-09;0001003-Anexo.pdf;Campana_2023-2024;VIRGINIA;NVB;20;120.0;51.0;51.0;171.0;921.932;980.752;0.12235509078747737;0.052000913584677885;0.052000913584677885;0.17435600437215526
2023-2024;Adelanto / 1ra Grilla;2024-08-09;0001003-Anexo.pdf;Campana_2023-2024;VIRGINIA;NVC;20;120.0;51.0;51.0;171.0;921.932;980.752;0.12235509078747737;0.052000913584677885;0.052000913584677885;0.17435600437215526
2023-2024;Adelanto / 1ra Grilla;2024-08-09;0001003-Anexo.pdf;Campana_2023-2024;VIRGINIA;N5C;17;102.0;43.35;43.35;145.35;921.932;980.752;0.10400182716935577;0.044200776546976205;0.044200776546976205;0.14820260371633195
2023-2024;Adelanto / 1ra Grilla;2024-08-09;0001003-Anexo.pdf;Campana_2023-2024;VIRGINIA;X4L;26;156.0;66.3;66.3;222.3;921.932;980.752;0.15906161802372057;0.06760118766008125;0.06760118766008125;0.22666280568380184
2023-2024;Adelanto / 1ra Grilla;2024-08-09;0001003-Anexo.pdf;Campana_2023-2024;VIRGINIA;NVX;20;120.0;51.0;51.0;171.0;921.932;980.752;0.12235509078747737;0.052000913584677885;0.052000913584677885;0.17435600437215526
2023-2024;Adelanto / 1ra Grilla;2024-08-09;0001003-Anexo.pdf;Campana_2023-2024;VIRGINIA;C3K;39;234.0;99.45;99.45;333.45;921.932;980.752;0.23859242703558087;0.10140178149012187;0.10140178149012187;0.3399942085257027
2023-2024;Adelanto / 1ra Grilla;2024-08-09;0001003-Anexo.pdf;Campana_2023-2024;VIRGINIA;X3F;60;360.0;153.0;153.0;513.0;921.932;980.752;0.36706527236243214;0.15600274075403364;0.15600274075403364;0.5230680131164658
2023-2024;Adelanto / 1ra Grilla;2024-08-09;0001003-Anexo.pdf;Campana_2023-2024;VIRGINIA;X3L;48;288.0;122.4;122.4;410.4;921.932;980.752;0.29365221788994567;0.12480219260322692;0.12480219260322692;0.41845441049317256
2023-2024;Adelanto / 1ra Grilla;2024-08-09;0001003-Anexo.pdf;Campana_2023-2024;VIRGINIA;X3K;27;162.0;68.85;68.85;230.85;921.932;980.752;0.16517937256309445;0.07020123333931513;0.07020123333931513;0.23538060590240958
2023-2024;Adelanto / 1ra Grilla;2024-08-09;0001003-Anexo.pdf;Campana_2023-2024;VIRGINIA;C3L;59;354.0;150.45;150.45;504.45;921.932;980.752;0.36094751782305823;0.15340269507479973;0.15340269507479973;0.514350212897858
2023-2024;Adelanto / 1ra Grilla;2024-08-09;0001003-Anexo.pdf;Campana_2023-2024;VIRGINIA;B4L;43;258.0;109.65;109.65;367.65;921.932;980.752;0.26306344519307634;0.11180196420705746;0.11180196420705746;0.37486540940013374
2023-2024;Adelanto / 1ra Grilla;2024-08-09;0001003-Anexo.pdf;Campana_2023-2024;VIRGINIA;C4F;50;300.0;127.5;127.5;427.5;921.932;980.752;0.30588772696869343;0.1300022839616947;0.1300022839616947;0.43589001093038815
2023-2024;Adelanto / 1ra Grilla;2024-08-09;0001003-Anexo.pdf;Campana_2023-2024;VIRGINIA;C4L;37;222.0;94.35;94.35;316.35;921.932;980.752;0.22635691795683313;0.09620169013165408;0.09620169013165408;0.32255860808848724
2023-2024;Adelanto / 1ra Grilla;2024-08-09;0001003-Anexo.pdf;Campana_2023-2024;VIRGINIA;X4F;39;234.0;99.45;99.45;333.45;921.932;980.752;0.23859242703558087;0.10140178149012187;0.10140178149012187;0.3399942085257027
2023-2024;Adelanto / 1ra Grilla;2024-08-09;0001003-Anexo.pdf;Campana_2023-2024;VIRGINIA;B4F;48;288.0;122.4;122.4;410.4;921.932;980.752;0.29365221788994567;0.12480219260322692;0.12480219260322692;0.41845441049317256
2023-2024;Adelanto / 1ra Grilla;2024-10-29;001003-Anexo.pdf;Campana_2023-2024;VIRGINIA;NB;25;125.0;67.5;33.1;225.6;961.356;1019.737;0.12258062618106434;0.06619353813777475;0.03245934981274584;0.2212335141315849
2023-2024;Adelanto / 1ra Grilla;2024-10-29;001003-Anexo.pdf;Campana_2023-2024;VIRGINIA;NX;30;150.0;81.0;39.72;270.72;961.356;1019.737;0.1470967514172772;0.07943224576532969;0.038951219775295004;0.2654802169579019
2023-2024;Adelanto / 1ra Grilla;2024-10-29;001003-Anexo.pdf;Campana_2023-2024;VIRGINIA;NG;10;50.0;27.0;13.24;90.24;961.356;1019.737;0.04903225047242574;0.026477415255109896;0.012983739925098334;0.08849340565263396
2023-2024;Adelanto / 1ra Grilla;2024-10-29;001003-Anexo.pdf;Campana_2023-2024;VIRGINIA;B3K;33;165.0;89.1;43.69;297.79;961.356;1019.737;0.16180642655900493;0.08737547034186266;0.04284438046280561;0.2920262773636732
2023-2024;Adelanto / 1ra Grilla;2024-10-29;001003-Anexo.pdf;Campana_2023-2024;VIRGINIA;B3FR;63;315.0;170.1;83.41;568.51;961.356;1019.737;0.30890317797628214;0.16680771610719233;0.0817956002381006;0.5575064943215751
2023-2024;Adelanto / 1ra Grilla;2024-10-29;001003-Anexo.pdf;Campana_2023-2024;VIRGINIA;B3F;78;390.0;210.6;103.26;703.86;961.356;1019.737;0.38245155368492073;0.20652383898985718;0.10126140367565363;0.6902367963504316
2023-2024;Adelanto / 1ra Grilla;2024-10-29;001003-Anexo.pdf;Campana_2023-2024;VIRGINIA;X3K;41;205.0;110.7;54.28;369.98;961.356;1019.737;0.2010322269369455;0.10855740254595057;0.05322941111286538;0.3628190405957615
2023-2024;Adelanto / 1ra Grilla;2024-10-29;001003-Anexo.pdf;Campana_2023-2024;VIRGINIA;C3K;37;185.0;99.9;48.98;333.88;961.356;1019.737;0.18141932674797523;0.09796643644390662;0.04803199256278825;0.3274177557546701
2023-2024;Adelanto / 1ra Grilla;2024-10-29;001003-Anexo.pdf;Campana_2023-2024;VIRGINIA;C3F;70;350.0;189.0;92.67;631.67;961.356;1019.737;0.34322575330698013;0.18534190678576928;0.09087637302559386;0.6194440331183433
2023-2024;Adelanto / 1ra Grilla;2024-10-29;001003-Anexo.pdf;Campana_2023-2024;VIRGINIA;C3L;57;285.0;153.9;75.46;514.36;961.356;1019.737;0.2794838276928267;0.15092126695412642;0.0739994724129849;0.5044045670599381
2023-2024;Adelanto / 1ra Grilla;2024-10-29;001003-Anexo.pdf;Campana_2023-2024;VIRGINIA;C1F;96;480.0;259.2;127.09;866.29;961.356;1019.737;0.47070960453528704;0.254183186449055;0.12463017425081174;0.8495229652351538
2023-2024;Adelanto / 1ra Grilla;2024-10-29;001003-Anexo.pdf;Campana_2023-2024;VIRGINIA;X2F;79;395.0;213.3;104.59;712.89;961.356;1019.737;0.3873547787321633;0.2091715805153682;0.10256566153822015;0.6990920207857516
2023-2024;Adelanto / 1ra Grilla;2024-10-29;001003-Anexo.pdf;Campana_2023-2024;VIRGINIA;X2L;65;325.0;175.5;86.05;586.55;961.356;1019.737;0.3187096280707673;0.17210319915821434;0.08438450306304468;0.5751973302920262
2023-2024;Adelanto / 1ra Grilla;2024-10-29;001003-Anexo.pdf;Campana_2023-2024;VIRGINIA;C2F;86;430.0;232.2;113.86;776.06;961.356;1019.737;0.42167735406286133;0.2277057711939451;0.11165624077580788;0.7610393660326142
2023-2024;Adelanto / 1ra Grilla;2024-10-29;001003-Anexo.pdf;Campana_2023-2024;VIRGINIA;C2L;73;365.0;197.1;96.64;658.74;961.356;1019.737;0.35793542844870785;0.19328513136230224;0.09476953371310447;0.6459900935241146
2023-2024;Adelanto / 1ra Grilla;2024-10-29;001003-Anexo.pdf;Campana_2023-2024;VIRGINIA;B2FR;77;385.0;207.9;101.94;694.84;961.356;1019.737;0.3775483286376782;0.2038760974643462;0.09996695226318159;0.681391378365206
2023-2024;Adelanto / 1ra Grilla;2024-10-29;001003-Anexo.pdf;Campana_2023-2024;VIRGINIA;B2F;92;460.0;248.4;121.8;830.2;961.356;1019.737;0.45109670434631677;0.24359222034701106;0.11944256215082909;0.8141314868441569
2023-2024;Adelanto / 1ra Grilla;2024-10-29;001003-Anexo.pdf;Campana_2023-2024;VIRGINIA;T2FR;70;350.0;189.0;92.67;631.67;961.356;1019.737;0.34322575330698013;0.18534190678576928;0.09087637302559386;0.6194440331183433
2023-2024;Adelanto / 1ra Grilla;2024-10-29;001003-Anexo.pdf;Campana_2023-2024;VIRGINIA;T2F;80;400.0;216.0;105.91;721.91;961.356;1019.737;0.3922580037794059;0.21181932204087917;0.10386011295069218;0.7079374387709773
2023-2024;Adelanto / 1ra Grilla;2024-10-29;001003-Anexo.pdf;Campana_2023-2024;VIRGINIA;X1F;89;445.0;240.3;117.83;803.13;961.356;1019.737;0.43638702920458905;0.2356489957704781;0.11554940146331849;0.7875854264383856
2023-2024;Adelanto / 1ra Grilla;2024-10-29;001003-Anexo.pdf;Campana_2023-2024;VIRGINIA;X1L;75;375.0;202.5;99.29;676.79;961.356;1019.737;0.367741878543193;0.19858061441332422;0.09736824298814303;0.6636907359446602
2023-2024;Adelanto / 1ra Grilla;2024-10-29;001003-Anexo.pdf;Campana_2023-2024;BURLEY;C1;100;250.0;490.0;117.8;857.8;961.356;1019.737;0.24516125236212868;0.4805160546297722;0.11551998211303503;0.8411972891049359
2023-2024;Adelanto / 1ra Grilla;2024-10-29;001003-Anexo.pdf;Campana_2023-2024;VIRGINIA;T3K;29;145.0;78.3;38.39;261.69;961.356;1019.737;0.14219352637003463;0.0767845042398187;0.03764696191272848;0.2566249925225818
2023-2024;Adelanto / 1ra Grilla;2024-10-29;001003-Anexo.pdf;Campana_2023-2024;BURLEY;C2;80;200.0;392.0;94.24;686.24;961.356;1019.737;0.19612900188970295;0.3844128437038178;0.09241598569042803;0.6729578312839487
2023-2024;Adelanto / 1ra Grilla;2024-10-29;001003-Anexo.pdf;Campana_2023-2024;BURLEY;X1;82;246.0;246.0;92.79;584.79;961.356;1019.737;0.2412386723243346;0.2412386723243346;0.09099405042672769;0.5734713950753969
2023-2024;Adelanto / 1ra Grilla;2024-10-29;001003-Anexo.pdf;Campana_2023-2024;BURLEY;B2;75;187.5;367.5;88.35;643.35;961.356;1019.737;0.1838709392715965;0.36038704097232915;0.08663998658477627;0.6308979668287019
2023-2024;Adelanto / 1ra Grilla;2024-10-29;001003-Anexo.pdf;Campana_2023-2024;VIRGINIA;C1L;83;415.0;224.1;109.88;748.98;961.356;1019.737;0.4069676789211336;0.21976254661741212;0.10775327363820279;0.7344834991767486
2023-2024;Adelanto / 1ra Grilla;2024-10-29;001003-Anexo.pdf;Campana_2023-2024;BURLEY;X4;17;68.0;74.8;23.41;166.21;961.356;1019.737;0.066683860642499;0.07335224670674889;0.022956899671189728;0.16299300702043765
2023-2024;Adelanto / 1ra Grilla;2024-10-29;001003-Anexo.pdf;Campana_2023-2024;BURLEY;X2;37;148.0;162.8;50.95;361.75;961.356;1019.737;0.14513546139838018;0.1596490075382182;0.049963863231401826;0.35474833216800017
2023-2024;Adelanto / 1ra Grilla;2024-10-29;001003-Anexo.pdf;Campana_2023-2024;BURLEY;T4;23;92.0;101.2;31.67;224.87;961.356;1019.737;0.09021934086926335;0.09924127495618969;0.031057027449234463;0.2205176432746875
2023-2024;Adelanto / 1ra Grilla;2024-10-29;001003-Anexo.pdf;Campana_2023-2024;BURLEY;T2;47;188.0;206.8;64.72;459.52;961.356;1019.737;0.18436126177632076;0.20279738795395286;0.06346734501150787;0.45062599474178144
2023-2024;Adelanto / 1ra Grilla;2024-10-29;001003-Anexo.pdf;Campana_2023-2024;BURLEY;C2;60;240.0;264.0;82.63;586.63;961.356;1019.737;0.23535480226764352;0.2588902824944079;0.08103069713073076;0.5752757818927822
2023-2024;Adelanto / 1ra Grilla;2024-10-29;001003-Anexo.pdf;Campana_2023-2024;BURLEY;C1;88;352.0;387.2;121.18;860.38;961.356;1019.737;0.3451870433258772;0.3797057476584649;0.11883456224497102;0.843727353229313
2023-2024;Adelanto / 1ra Grilla;2024-10-29;001003-Anexo.pdf;Campana_2023-2024;BURLEY;B3;50;200.0;220.0;68.86;488.86;961.356;1019.737;0.19612900188970295;0.21574190207867322;0.06752721535062473;0.4793981193190009
2023-2024;Adelanto / 1ra Grilla;2024-10-29;001003-Anexo.pdf;Campana_2023-2024;BURLEY;B2;92;368.0;404.8;126.69;899.49;961.356;1019.737;0.3608773634770534;0.39696509982475875;0.12423791624703233;0.8820803795488444
2023-2024;Adelanto / 1ra Grilla;2024-10-29;001003-Anexo.pdf;Campana_2023-2024;BURLEY;B1;100;400.0;440.0;137.71;977.71;961.356;1019.737;0.3922580037794059;0.43148380415734644;0.13504462425115496;0.9587864321879074
2023-2024;Adelanto / 1ra Grilla;2024-10-29;001003-Anexo.pdf;Campana_2023-2024;BURLEY;N4;1;123.0;123.0;46.4;292.4;961.356;1019.737;0.1206193361621673;0.1206193361621673;0.04550192843841108;0.28674060076274566
2023-2024;Adelanto / 1ra Grilla;2024-10-29;001003-Anexo.pdf;Campana_2023-2024;BURLEY;T;64;192.0;192.0;72.42;456.42;961.356;1019.737;0.1882838418141148;0.1882838418141148;0.07101831158426143;0.4475859952124911
2023-2024;Adelanto / 1ra Grilla;2024-10-29;001003-Anexo.pdf;Campana_2023-2024;BURLEY;X2;62;186.0;186.0;70.16;442.16;961.356;1019.737;0.18239997175742373;0.18239997175742373;0.06880205386290779;0.4336019973777553
2023-2024;Adelanto / 1ra Grilla;2024-10-29;001003-Anexo.pdf;Campana_2023-2024;BURLEY;C3;76;228.0;228.0;86.0;542.0;961.356;1019.737;0.22358706215426136;0.22358706215426136;0.08433547081257227;0.531509595121095
2023-2024;Adelanto / 1ra Grilla;2024-10-29;001003-Anexo.pdf;Campana_2023-2024;BURLEY;C2;89;267.0;267.0;100.71;634.71;961.356;1019.737;0.26183221752275343;0.26183221752275343;0.09876075890155991;0.6224251939470667
2023-2024;Adelanto / 1ra Grilla;2024-10-29;001003-Anexo.pdf;Campana_2023-2024;BURLEY;C1;100;300.0;300.0;113.16;713.16;961.356;1019.737;0.2941935028345544;0.2941935028345544;0.11096978926919392;0.6993567949383027
2023-2024;Adelanto / 1ra Grilla;2024-10-29;001003-Anexo.pdf;Campana_2023-2024;BURLEY;ND;41;61.5;116.85;28.75;207.1;961.356;1019.737;0.06030966808108365;0.11458836935405893;0.028193544021644798;0.20309158145678738
2023-2024;Adelanto / 1ra Grilla;2024-10-29;001003-Anexo.pdf;Campana_2023-2024;BURLEY;CH3;75;112.5;213.75;52.59;378.84;961.356;1019.737;0.1103225635629579;0.20961287076962;0.051572121046897394;0.3715075553794753
2023-2024;Adelanto / 1ra Grilla;2024-10-29;001003-Anexo.pdf;Campana_2023-2024;BURLEY;CH2;89;133.5;253.65;62.41;449.56;961.356;1019.737;0.13091610876137671;0.24874060664661576;0.0612020550396818;0.4408587704476743
2023-2024;Adelanto / 1ra Grilla;2024-10-29;001003-Anexo.pdf;Campana_2023-2024;BURLEY;CH1;100;150.0;285.0;70.12;505.12;961.356;1019.737;0.1470967514172772;0.2794838276928267;0.06876282806252985;0.49534340717263375
2023-2024;Adelanto / 1ra Grilla;2024-10-29;001003-Anexo.pdf;Campana_2023-2024;BURLEY;N4;25;62.5;122.5;29.45;214.45;961.356;1019.737;0.06129031309053217;0.12012901365744305;0.028879995528258758;0.21029932227623396
2023-2024;Adelanto / 1ra Grilla;2024-10-29;001003-Anexo.pdf;Campana_2023-2024;BURLEY;X1;50;125.0;245.0;58.9;428.9;961.356;1019.737;0.12258062618106434;0.2402580273148861;0.057759991056517516;0.4205986445524679
2023-2024;Adelanto / 1ra Grilla;2024-10-29;001003-Anexo.pdf;Campana_2023-2024;BURLEY;T1;60;150.0;294.0;70.68;514.68;961.356;1019.737;0.1470967514172772;0.2883096327778633;0.06931198926782102;0.5047183734629614
2023-2024;Adelanto / 1ra Grilla;2024-10-29;001003-Anexo.pdf;Campana_2023-2024;BURLEY;N;10;40.0;44.0;13.77;97.77;961.356;1019.737;0.03922580037794059;0.04314838041573465;0.013503481780106047;0.09587766257378127
2023-2024;Adelanto / 1ra Grilla;2024-10-29;001003-Anexo.pdf;Campana_2023-2024;VIRGINIA;B1FR;85;425.0;229.5;112.53;767.03;961.356;1019.737;0.4167741290156187;0.22505802966843413;0.11035198291324136;0.7521841415972942
2023-2024;Adelanto / 1ra Grilla;2024-10-29;001003-Anexo.pdf;Campana_2023-2024;BURLEY;B1;90;225.0;441.0;106.02;772.02;961.356;1019.737;0.2206451271259158;0.432464449166795;0.10396798390173152;0.7570775601944423
2023-2024;Adelanto / 1ra Grilla;2024-10-29;001003-Anexo.pdf;Campana_2023-2024;VIRGINIA;T1FR;80;400.0;216.0;105.91;721.91;961.356;1019.737;0.3922580037794059;0.21181932204087917;0.10386011295069218;0.7079374387709773
2023-2024;Adelanto / 1ra Grilla;2024-10-29;001003-Anexo.pdf;Campana_2023-2024;VIRGINIA;B3F;75;450.0;191.25;110.58;751.83;961.356;1019.737;0.4412902542518316;0.18754835805702844;0.10843972514481676;0.7372783374536769
2023-2024;Adelanto / 1ra Grilla;2024-10-29;001003-Anexo.pdf;Campana_2023-2024;VIRGINIA;X2K;36;216.0;91.8;53.08;360.88;961.356;1019.737;0.21181932204087917;0.09002321186737365;0.05205263710152716;0.35389517100977996
2023-2024;Adelanto / 1ra Grilla;2024-10-29;001003-Anexo.pdf;Campana_2023-2024;VIRGINIA;X2L;61;366.0;155.55;89.94;611.49;961.356;1019.737;0.3589160734581564;0.15253933121971647;0.08819921214979941;0.5996546168276723
2023-2024;Adelanto / 1ra Grilla;2024-10-29;001003-Anexo.pdf;Campana_2023-2024;VIRGINIA;X2F;74;444.0;188.7;109.11;741.81;961.356;1019.737;0.43540638419514055;0.1850477132829347;0.10699817698092744;0.7274522744590026
2023-2024;Adelanto / 1ra Grilla;2024-10-29;001003-Anexo.pdf;Campana_2023-2024;VIRGINIA;C2K;48;288.0;122.4;70.77;481.17;961.356;1019.737;0.28242576272117226;0.1200309491564982;0.06940024731867138;0.47185695919634185
2023-2024;Adelanto / 1ra Grilla;2024-10-29;001003-Anexo.pdf;Campana_2023-2024;VIRGINIA;C2L;72;432.0;183.6;106.16;721.76;961.356;1019.737;0.42363864408175833;0.1800464237347473;0.10410527420305432;0.7077903420195599
2023-2024;Adelanto / 1ra Grilla;2024-10-29;001003-Anexo.pdf;Campana_2023-2024;VIRGINIA;C2F;85;510.0;216.75;125.32;852.07;961.356;1019.737;0.5001289548187425;0.21255480579796557;0.12289443258408786;0.835578193200796
2023-2024;Adelanto / 1ra Grilla;2024-10-29;001003-Anexo.pdf;Campana_2023-2024;VIRGINIA;B2KF;53;318.0;135.15;78.14;531.29;961.356;1019.737;0.3118451130046277;0.13253417302696677;0.07662760103830694;0.5210068870699014
2023-2024;Adelanto / 1ra Grilla;2024-10-29;001003-Anexo.pdf;Campana_2023-2024;VIRGINIA;B2KL;48;288.0;122.4;70.77;481.17;961.356;1019.737;0.28242576272117226;0.1200309491564982;0.06940024731867138;0.47185695919634185
2023-2024;Adelanto / 1ra Grilla;2024-10-29;001003-Anexo.pdf;Campana_2023-2024;VIRGINIA;B2L;78;468.0;198.9;115.0;781.9;961.356;1019.737;0.4589418644219049;0.19505029237930957;0.11277417608657919;0.7667663328877936
2023-2024;Adelanto / 1ra Grilla;2024-10-29;001003-Anexo.pdf;Campana_2023-2024;VIRGINIA;B3L;64;384.0;163.2;94.36;641.56;961.356;1019.737;0.3765676836282296;0.16004126554199757;0.09253366309156184;0.629142612261789
2023-2024;Adelanto / 1ra Grilla;2024-10-29;001003-Anexo.pdf;Campana_2023-2024;VIRGINIA;B2F;91;546.0;232.05;134.17;912.22;961.356;1019.737;0.5354321751588891;0.22755867444252784;0.1315731409177072;0.894563990519124
2023-2024;Adelanto / 1ra Grilla;2024-10-29;001003-Anexo.pdf;Campana_2023-2024;VIRGINIA;T2KL;35;210.0;89.25;51.6;350.85;961.356;1019.737;0.20593545198418808;0.08752256709327993;0.05060128248754336;0.3440593015650114
2023-2024;Adelanto / 1ra Grilla;2024-10-29;001003-Anexo.pdf;Campana_2023-2024;VIRGINIA;T2L;68;408.0;173.4;100.26;681.66;961.356;1019.737;0.400103163854994;0.17004384463837247;0.09831946864730809;0.6684664771406745
2023-2024;Adelanto / 1ra Grilla;2024-10-29;001003-Anexo.pdf;Campana_2023-2024;VIRGINIA;T2F;81;486.0;206.55;119.43;811.98;961.356;1019.737;0.47659347459197815;0.20255222670159073;0.11711843347843612;0.796264134772005
2023-2024;Adelanto / 1ra Grilla;2024-10-29;001003-Anexo.pdf;Campana_2023-2024;VIRGINIA;X1L;71;426.0;181.05;104.68;711.73;961.356;1019.737;0.4177547740250673;0.1775457789606536;0.10265391958907052;0.6979544725747914
2023-2024;Adelanto / 1ra Grilla;2024-10-29;001003-Anexo.pdf;Campana_2023-2024;VIRGINIA;X1F;83;498.0;211.65;122.38;832.03;961.356;1019.737;0.4883612147053603;0.20755351624977814;0.12001133625630922;0.8159260672114477
2023-2024;Adelanto / 1ra Grilla;2024-10-29;001003-Anexo.pdf;Campana_2023-2024;VIRGINIA;C1L;82;492.0;209.1;120.9;822.0;961.356;1019.737;0.4824773446486692;0.2050528714756844;0.11855998164232544;0.8060901977666791
2023-2024;Adelanto / 1ra Grilla;2024-10-29;001003-Anexo.pdf;Campana_2023-2024;VIRGINIA;C1F;94;564.0;239.7;138.59;942.29;961.356;1019.737;0.5530837853289623;0.23506060876480897;0.13590759185946966;0.9240519859532409
